id,supplier_code,supplier_stock_level,supplier_backorder_eta,MSKU,ASIN,UPC,MPN,supplier_map_price,adjusted_supplier_unit_price,supplier_unit_price,supplier_pack_size,supplier_sold_by_increments,supplier_case_size,supplier_notes,supplier_item_description,supplier_unit_shipping_weight_in_pounds,supplier_status_code,misc1,misc2,misc3,misc4,misc5,supplier_sku,supplier_upcharge_pct,supplier_backorder_qty,brand,MSRP,updated_at,supplier_id,uploaded_at,case_upc,category_code,shelf_life
678405,ID1,67,NULL,NULL,NULL,00031600115122,NULL,NULL,2.81,8.43,1,3,48,2.5FOZ,"KIWI INSTANT WAX SHINE LIQUID BROWN INSTANT 2.5Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,48224,NULL,NULL,Kiwi,5.29,"2020-03-11 12:26:34.637064",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678406,ID1,24,NULL,NULL,NULL,00031600115115,NULL,NULL,2.81,8.43,1,3,48,2.5Z,"Kiwi Black Instant Leather Wax Shine 2.5Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,48232,NULL,NULL,Kiwi,5.29,"2020-03-11 12:26:34.637128",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678407,ID1,0,NULL,NULL,NULL,00070501017104,NULL,NULL,5.61,16.830000000000002,1,3,24,6Z,"Neutrogena Oil Free Acne Wash",NULL,NULL,NULL,NULL,NULL,NULL,NULL,50067,NULL,NULL,Neutrogena,8.99,"2020-03-11 12:26:34.637194",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678408,ID1,0,NULL,NULL,NULL,00381370034056,NULL,NULL,5.09,15.27,1,3,24,1Z,"Clean & Clear Maximum Strength Persa-Gel 10% Benzoyl peroxide Acne",NULL,NULL,NULL,NULL,NULL,NULL,NULL,50563,NULL,NULL,"Clean & Clear",8.19,"2020-03-11 12:26:34.637258",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678409,ID1,24,NULL,NULL,NULL,00033200187707,NULL,NULL,3.17,9.51,1,3,12,6Z,"Arm & Hammer PeroxiCare Baking Soda Toothpaste & Tartar Control Fresh Mint",NULL,NULL,NULL,NULL,NULL,NULL,NULL,50695,NULL,NULL,Arm&Hammer,4.99,"2020-03-11 12:26:34.637321",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678410,ID1,48,NULL,NULL,NULL,00070896282200,NULL,NULL,0.8,2.4000000000000004,1,3,72,"10 PK","WLT CANDLE TRICK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,52337,NULL,NULL,"Wilton Entrprse",1.29,"2020-03-11 12:26:34.637385",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678411,ID1,18,NULL,NULL,NULL,00070896480125,NULL,NULL,2.6,7.800000000000001,1,3,72,111231,"WLT CANDLE MUSICAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,52345,NULL,NULL,NULL,3.99,"2020-03-11 12:26:34.637450",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678412,ID1,348,NULL,NULL,NULL,00039800011398,NULL,NULL,4.29,12.870000000000001,1,3,12,"2 CT","Energizer Max D Alkaline Battery",NULL,NULL,NULL,NULL,NULL,NULL,NULL,52426,NULL,NULL,Energizer,8.49,"2020-03-11 12:26:34.637514",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678413,ID1,844,NULL,NULL,NULL,00039800011367,NULL,NULL,4.29,12.870000000000001,1,3,12,"2 CT","Energizer C Alkaline Battery",NULL,NULL,NULL,NULL,NULL,NULL,NULL,52434,NULL,NULL,Energizer,8.49,"2020-03-11 12:26:34.637578",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678414,ID1,1372,NULL,NULL,NULL,00039800011329,NULL,NULL,4.04,12.120000000000001,1,3,24,"4 CT","Energizer AA Alkaline Battery",NULL,NULL,NULL,NULL,NULL,NULL,NULL,52442,NULL,NULL,Energizer,7.49,"2020-03-11 12:26:34.637644",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678415,ID1,24,NULL,NULL,NULL,00075609007446,NULL,NULL,6.85,20.549999999999997,1,3,12,4Z,"Olay Original Active Hydrating Beauty Cream",NULL,NULL,NULL,NULL,NULL,NULL,NULL,54089,NULL,NULL,Olay,10.99,"2020-03-11 12:26:34.637707",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678416,ID1,1034,NULL,NULL,NULL,00309973155008,NULL,NULL,2.85,8.55,1,3,24,2.25Z,"Mitchum Unscented Clear Gel Anti-Perspirant & Deodorant",NULL,NULL,NULL,NULL,NULL,NULL,NULL,55662,NULL,NULL,Mitchum,4.59,"2020-03-11 12:26:34.637771",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678417,ID1,310,NULL,NULL,NULL,00309973162006,NULL,NULL,2.85,8.55,1,3,24,2.25Z,"Mitchum Super Sports Clear Gel Anti-Perspirant & Deodorant",NULL,NULL,NULL,NULL,NULL,NULL,NULL,55689,NULL,NULL,Mitchum,4.59,"2020-03-11 12:26:34.637835",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678418,ID1,910,NULL,NULL,NULL,00309973156005,NULL,NULL,2.85,8.55,1,3,24,2.25Z,"Mitchum Women's Powder Fresh Clear Gel Anti-Perspirant & Deodorant",NULL,NULL,NULL,NULL,NULL,NULL,NULL,55697,NULL,NULL,Mitchum,4.59,"2020-03-11 12:26:34.637899",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678419,ID1,15,NULL,NULL,NULL,00079340821965,NULL,NULL,1.26,3.7800000000000002,1,3,12,2G,"HNK Q/TITE SUPGL GEL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,56650,NULL,NULL,Henkel,2.49,"2020-03-11 12:26:34.637963",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678420,ID1,24,NULL,NULL,NULL,00079340213098,NULL,NULL,1.98,5.9399999999999995,1,3,6,.18Z,"HNK Q/TITE SUPGL BTL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,56669,NULL,NULL,Henkel,3.79,"2020-03-11 12:26:34.638027",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678421,ID1,0,NULL,NULL,NULL,00736615000011,NULL,NULL,1.88,5.64,1,3,144,"1 CT","KITTY CAN'T COPE SACK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,57568,NULL,NULL,"Kitty Can'tCope",3.49,"2020-03-11 12:26:34.638091",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678422,ID1,0,NULL,NULL,NULL,00300055556195,NULL,NULL,7.15,21.450000000000003,1,3,36,60S,"Caltrate 600+D Plus Minerals Calcium Supplement Tablets 60 Count",NULL,NULL,NULL,NULL,NULL,NULL,NULL,57800,NULL,NULL,NULL,11.49,"2020-03-11 12:26:34.638155",30,"2020-06-25 16:25:15.784565",NULL,NULL,NULL
678423,ID1,121,NULL,NULL,NULL,00031600116112,NULL,NULL,2.79,8.370000000000001,1,3,48,2.4Z,"Kiwi Black Leather Scruff Cover",NULL,NULL,NULL,NULL,NULL,NULL,NULL,58742,NULL,NULL,Kiwi,5.29,"2020-03-11 12:26:34.638219",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678424,ID1,99,NULL,NULL,NULL,00031600116129,NULL,NULL,2.79,8.370000000000001,1,3,48,2.4Z,"Kiwi Brown Leather Scruff Cover",NULL,NULL,NULL,NULL,NULL,NULL,NULL,58750,NULL,NULL,Kiwi,5.29,"2020-03-11 12:26:34.638285",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678425,ID1,0,NULL,NULL,NULL,00036800443419,NULL,NULL,2.09,2.09,1,1,12,6Z,"Top Care Medicated Calamine Lotion",NULL,NULL,NULL,NULL,NULL,NULL,NULL,60224,NULL,NULL,TopCare,3.99,"2020-03-11 12:26:34.638349",30,"2020-04-30 14:40:03.382430",NULL,NULL,NULL
678426,ID1,0,NULL,NULL,NULL,00036800443402,NULL,NULL,2.04,2.04,1,1,12,6Z,"Top Care Clear Anti-Itch Lotion",NULL,NULL,NULL,NULL,NULL,NULL,NULL,60232,NULL,NULL,TopCare,3.49,"2020-03-11 12:26:34.638413",30,"2020-04-30 14:40:03.382430",NULL,NULL,NULL
678427,ID1,0,NULL,NULL,NULL,00036800146242,NULL,NULL,1.3,1.3,1,1,30,100CT,"TC ALCOHOL PREPS          *A*",NULL,NULL,NULL,NULL,NULL,NULL,NULL,60259,NULL,NULL,TopCare,2.79,"2020-03-11 12:26:34.638476",30,"2020-04-30 14:40:03.382430",NULL,NULL,NULL
678428,ID1,315,NULL,NULL,NULL,00071618115103,NULL,NULL,1.43,17.16,1,12,12,12Z,"Servaas Bar Keeper's Friend Cleanser & Polisher",NULL,NULL,NULL,NULL,NULL,NULL,NULL,61891,NULL,NULL,"Bar Keepers Frd",2.39,"2020-03-11 12:26:34.638543",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678429,ID1,163,NULL,NULL,NULL,00076171103192,NULL,NULL,0.66,1.98,1,3,144,1CT,"Little Tree Peach Air Freshener",NULL,NULL,NULL,NULL,NULL,NULL,NULL,63231,NULL,NULL,"Car Freshner",1.79,"2020-03-11 12:26:34.638608",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678430,ID1,1751,NULL,NULL,NULL,00041388210216,NULL,NULL,1.61,4.83,1,3,144,.21Z,"Blistex Lip Ointment .21oz",NULL,NULL,NULL,NULL,NULL,NULL,NULL,63266,NULL,NULL,Blistex,2.59,"2020-03-11 12:26:34.638671",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678431,ID1,0,NULL,NULL,NULL,00076171320117,NULL,NULL,1.69,10.14,1,6,96,3CT,"Little Tree Wild Cherry Air Freshener",NULL,NULL,NULL,NULL,NULL,NULL,NULL,63290,NULL,NULL,"Car Freshner",3.99,"2020-03-11 12:26:34.638735",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678432,ID1,161,NULL,NULL,NULL,00076171320896,NULL,NULL,1.69,10.14,1,6,96,3CT,"Little Tree New Car Scent Car Freshener",NULL,NULL,NULL,NULL,NULL,NULL,NULL,63312,NULL,NULL,"Car Freshner",3.99,"2020-03-11 12:26:34.638798",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678433,ID1,24,NULL,NULL,NULL,00041554532807,NULL,NULL,4.92,14.76,1,3,72,175M,"Maybelline Great Lash Mascara 102 Brownish Black",NULL,NULL,NULL,NULL,NULL,NULL,NULL,63509,NULL,NULL,Maybelline,7.59,"2020-03-11 12:26:34.638862",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678434,ID1,24,NULL,NULL,NULL,00041554532982,NULL,NULL,4.92,14.76,1,3,72,175M,"Maybelline Great Lash Mascara  103 103 Dark Brown",NULL,NULL,NULL,NULL,NULL,NULL,NULL,63525,NULL,NULL,Maybelline,7.59,"2020-03-11 12:26:34.638924",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678435,ID1,24,NULL,NULL,NULL,00041554532722,NULL,NULL,4.92,14.76,1,3,72,175M,"Maybelline Great Lash Mascara  101 101 Very Black",NULL,NULL,NULL,NULL,NULL,NULL,NULL,63533,NULL,NULL,Maybelline,7.59,"2020-03-11 12:26:34.638988",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678436,ID1,0,NULL,NULL,NULL,00075691000561,NULL,NULL,0.7,2.0999999999999996,1,3,288,2CT,"Singer Needle Threader",NULL,NULL,NULL,NULL,NULL,NULL,NULL,64009,NULL,NULL,Singer,1.39,"2020-03-11 12:26:34.639052",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678437,ID1,75,NULL,NULL,NULL,00075691000608,NULL,NULL,1.15,3.4499999999999997,1,3,288,2CT,"Singer Patch Denim 5x5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,64017,NULL,NULL,Singer,2.29,"2020-03-11 12:26:34.639115",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678438,ID1,12,NULL,NULL,NULL,00075691000905,NULL,NULL,1.2,3.5999999999999996,1,3,72,10CT,"Singer Patch Light 2x3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,64076,NULL,NULL,Singer,2.79,"2020-03-11 12:26:34.639181",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678439,ID1,24,NULL,NULL,NULL,00075691000912,NULL,NULL,1.25,3.75,1,3,72,10CT,"Singer Patch Dark 2x3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,64084,NULL,NULL,Singer,2.49,"2020-03-11 12:26:34.639245",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678440,ID1,24,NULL,NULL,NULL,00075691001100,NULL,NULL,1.31,3.93,1,3,72,1CT,"Singer Seam Ripper with Cover",NULL,NULL,NULL,NULL,NULL,NULL,NULL,64157,NULL,NULL,Singer,3.49,"2020-03-11 12:26:34.639312",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678441,ID1,24,NULL,NULL,NULL,00075691002213,NULL,NULL,1.99,5.97,1,3,72,90S,"Singer Pins Safety Brass/Steel",NULL,NULL,NULL,NULL,NULL,NULL,NULL,64327,NULL,NULL,Singer,2.99,"2020-03-11 12:26:34.639376",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678442,ID1,0,NULL,NULL,NULL,00075691002220,NULL,NULL,1.64,4.92,1,3,72,1CT,"Singer Tape Fusing 3/4x15Yd",NULL,NULL,NULL,NULL,NULL,NULL,NULL,64335,NULL,NULL,Singer,3.29,"2020-03-11 12:26:34.639442",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678443,ID1,261,NULL,NULL,NULL,00075691002244,NULL,NULL,1.36,4.08,1,3,288,50CT,"Singer Pins Safety Brass",NULL,NULL,NULL,NULL,NULL,NULL,NULL,64343,NULL,NULL,Singer,2.99,"2020-03-11 12:26:34.639505",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678444,ID1,32,NULL,NULL,NULL,00075691002251,NULL,NULL,1.36,4.08,1,3,72,50CT,"Singer Pins Safety Brass/Steel",NULL,NULL,NULL,NULL,NULL,NULL,NULL,64351,NULL,NULL,NULL,2.69,"2020-03-11 12:26:34.639569",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678445,ID1,202,NULL,NULL,NULL,00075691002367,NULL,NULL,1.56,4.68,1,3,288,400CT,"Singer Pins Steel Silk#17",NULL,NULL,NULL,NULL,NULL,NULL,NULL,64386,NULL,NULL,Singer,2.99,"2020-03-11 12:26:34.639633",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678446,ID1,325,NULL,NULL,NULL,00075691002411,NULL,NULL,1.55,4.65,1,3,72,1CT,"Singer Tape Hems & Cuffs Instant",NULL,NULL,NULL,NULL,NULL,NULL,NULL,64394,NULL,NULL,Singer,2.99,"2020-03-11 12:26:34.639696",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678447,ID1,0,NULL,NULL,NULL,00075691002473,NULL,NULL,1.15,3.4499999999999997,1,3,288,65CT,"Singer Pins Strait Clear Head",NULL,NULL,NULL,NULL,NULL,NULL,NULL,64416,NULL,NULL,Singer,2.29,"2020-03-11 12:26:34.639760",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678448,ID1,90,NULL,NULL,NULL,00075691002640,NULL,NULL,2.21,6.63,1,3,72,24CT,"Singer Thread Assorted Poly",NULL,NULL,NULL,NULL,NULL,NULL,NULL,64475,NULL,NULL,Singer,3.99,"2020-03-11 12:26:34.639824",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678449,ID1,699,NULL,NULL,NULL,00075691002695,NULL,NULL,2.11,6.33,1,3,72,1CT,"Singer Sewing Kit with Scissors",NULL,NULL,NULL,NULL,NULL,NULL,NULL,64521,NULL,NULL,Singer,3.69,"2020-03-11 12:26:34.639888",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678450,ID1,0,NULL,NULL,NULL,00075691002763,NULL,NULL,1.33,3.99,1,3,72,25CT,"Singer Needle Hand Assorted",NULL,NULL,NULL,NULL,NULL,NULL,NULL,64564,NULL,NULL,Singer,2.49,"2020-03-11 12:26:34.639952",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678451,ID1,105,NULL,NULL,NULL,00075691002794,NULL,NULL,2.93,8.790000000000001,1,3,72,34CT,"Singer Sewing Kit In Storage Box 34PC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,64580,NULL,NULL,Singer,4.99,"2020-03-11 12:26:34.640016",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678452,ID1,24,NULL,NULL,NULL,00075691002909,NULL,NULL,1.24,3.7199999999999998,1,3,72,15CT,"Singer 15 Self Threading Needels In Compact",NULL,NULL,NULL,NULL,NULL,NULL,NULL,64599,NULL,NULL,Singer,2.49,"2020-03-11 12:26:34.640079",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678453,ID1,546,NULL,NULL,NULL,00075691003494,NULL,NULL,1.56,4.68,1,3,72,500CT,"Singer 500 Dressmaker Pins Size 17 1 1/16"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,64637,NULL,NULL,Singer,2.99,"2020-03-11 12:26:34.640143",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678454,ID1,904,NULL,NULL,NULL,00075691010256,NULL,NULL,1.24,3.7199999999999998,1,3,72,7CT,"Singer 7 Heavy Duty House Hold Needles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,64769,NULL,NULL,Singer,2.49,"2020-03-11 12:26:34.640208",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678455,ID1,479,NULL,NULL,NULL,00075691011253,NULL,NULL,1.36,4.08,1,3,72,45CT,"Singer 45 Assorted Hand Needles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,64777,NULL,NULL,Singer,2.49,"2020-03-11 12:26:34.640271",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678456,ID1,99,NULL,NULL,NULL,00075691012250,NULL,NULL,1.24,3.7199999999999998,1,3,288,24CT,"Singer 24 Assorted Hand Needles Darners, Embroidery & Sharps",NULL,NULL,NULL,NULL,NULL,NULL,NULL,64785,NULL,NULL,NULL,2.49,"2020-03-11 12:26:34.640337",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678457,ID1,63,NULL,NULL,NULL,00075691018252,NULL,NULL,1.33,3.99,1,3,72,12CT,"Singer 12 Assorted Tapestry Needles Sizes 18-22",NULL,NULL,NULL,NULL,NULL,NULL,NULL,64793,NULL,NULL,Singer,2.49,"2020-03-11 12:26:34.640403",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678458,ID1,485,NULL,NULL,NULL,00075691019259,NULL,NULL,1.89,5.67,1,3,72,13CT,"Singer Sew-Quik Threaded Needles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,64807,NULL,NULL,Singer,3.49,"2020-03-11 12:26:34.640466",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678459,ID1,0,NULL,NULL,NULL,00075691600136,NULL,NULL,1.13,3.3899999999999997,1,3,72,1CT,"Singer Thread Poly Navy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,65021,NULL,NULL,Singer,1.99,"2020-03-11 12:26:34.640530",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678460,ID1,0,NULL,NULL,NULL,00075691600501,NULL,NULL,1.13,3.3899999999999997,1,3,288,1CT,"Singer Thread Poly Brown",NULL,NULL,NULL,NULL,NULL,NULL,NULL,65080,NULL,NULL,Singer,1.99,"2020-03-11 12:26:34.640594",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678461,ID1,913,NULL,NULL,NULL,00075691601003,NULL,NULL,1.08,3.24,1,3,72,1CT,"Singer Thread Poly White",NULL,NULL,NULL,NULL,NULL,NULL,NULL,65102,NULL,NULL,Singer,1.99,"2020-03-11 12:26:34.640658",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678462,ID1,586,NULL,NULL,NULL,00075691601102,NULL,NULL,1.13,3.3899999999999997,1,3,72,1CT,"Singer Thread Poly Black",NULL,NULL,NULL,NULL,NULL,NULL,NULL,65110,NULL,NULL,Singer,1.99,"2020-03-11 12:26:34.640722",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678463,ID1,13,NULL,NULL,NULL,00075691601287,NULL,NULL,0.99,2.9699999999999998,1,3,288,EA,"SNGR THREAD POLY RED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,65129,NULL,NULL,Singer,1.99,"2020-03-11 12:26:34.640785",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678464,ID1,0,NULL,NULL,NULL,00075691602567,NULL,NULL,1.13,3.3899999999999997,1,3,288,1CT,"Singer Thread Poly Natural",NULL,NULL,NULL,NULL,NULL,NULL,NULL,65161,NULL,NULL,Singer,1.99,"2020-03-11 12:26:34.640849",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678465,ID1,179,NULL,NULL,NULL,00075691603090,NULL,NULL,1.13,3.3899999999999997,1,3,288,1CT,"Singer Thread Poly Camel",NULL,NULL,NULL,NULL,NULL,NULL,NULL,65188,NULL,NULL,Singer,1.99,"2020-03-11 12:26:34.640920",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678466,ID1,205,NULL,NULL,NULL,00075691606411,NULL,NULL,2.08,6.24,1,3,72,12CT,"Singer Hand Sewing Thread Spools Dark Assorted Colors 25yd Each",NULL,NULL,NULL,NULL,NULL,NULL,NULL,65218,NULL,NULL,Singer,3.99,"2020-03-11 12:26:34.640985",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678467,ID1,1016,NULL,NULL,NULL,00075691606428,NULL,NULL,2.19,6.57,1,3,72,12CT,"Singer Hand Sewing Thread Spools Assorted Colors 25yd Each",NULL,NULL,NULL,NULL,NULL,NULL,NULL,65226,NULL,NULL,Singer,3.99,"2020-03-11 12:26:34.641051",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678468,ID1,162,NULL,NULL,NULL,00075691650513,NULL,NULL,1.13,3.3899999999999997,1,3,288,1CT,"Singer Thread Cotton Black",NULL,NULL,NULL,NULL,NULL,NULL,NULL,65269,NULL,NULL,Singer,1.99,"2020-03-11 12:26:34.641115",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678469,ID1,77,NULL,NULL,NULL,00075691671006,NULL,NULL,1.09,3.2700000000000005,1,3,288,1CT,"Singer Thread White Button and Carpet",NULL,NULL,NULL,NULL,NULL,NULL,NULL,65277,NULL,NULL,Singer,1.99,"2020-03-11 12:26:34.641180",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678470,ID1,24,NULL,NULL,NULL,00075691671105,NULL,NULL,1.09,3.2700000000000005,1,3,288,1CT,"Singer Thread Black Button and Carpet",NULL,NULL,NULL,NULL,NULL,NULL,NULL,65285,NULL,NULL,Singer,1.99,"2020-03-11 12:26:34.641251",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678471,ID1,48,NULL,NULL,NULL,00070158000214,NULL,NULL,1.13,3.3899999999999997,1,3,48,2GM,"KRAZY GLUE WD/LTHR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,65692,NULL,NULL,"Krazy Glue",2.29,"2020-03-11 12:26:34.641315",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678472,ID1,24,NULL,NULL,NULL,00041554543872,NULL,NULL,3.73,7.46,1,2,72,175K,"MYB COVER STK 01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,68497,NULL,NULL,Maybelline,5.99,"2020-03-11 12:26:34.641379",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678473,ID1,24,NULL,NULL,NULL,00041554543889,NULL,NULL,3.73,7.46,1,2,72,175K,"Maybelline Cover Stick Concealer Light Beige 02",NULL,NULL,NULL,NULL,NULL,NULL,NULL,68500,NULL,NULL,Maybelline,5.99,"2020-03-11 12:26:34.641443",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678474,ID1,24,NULL,NULL,NULL,00041554543896,NULL,NULL,3.73,7.46,1,2,72,175K,"Maybelline Cover Stick Concealer Medium Beige 03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,68519,NULL,NULL,Maybelline,5.99,"2020-03-11 12:26:34.641510",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678475,ID1,0,NULL,NULL,NULL,00070982023007,NULL,NULL,2.53,7.59,1,3,72,1CT,"Evercare Magik Brush",NULL,NULL,NULL,NULL,NULL,NULL,NULL,71986,NULL,NULL,Evercare,4.59,"2020-03-11 12:26:34.641573",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678476,ID1,24,NULL,NULL,NULL,00748209010009,NULL,NULL,2.61,7.83,1,3,60,EA,"Royal Crest White Shower Curtain Liner",NULL,NULL,NULL,NULL,NULL,NULL,NULL,73601,NULL,NULL,"Royal Crest",3.99,"2020-03-11 12:26:34.641637",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678477,ID1,1480,NULL,NULL,NULL,00748209010016,NULL,NULL,2.61,7.83,1,3,60,EA,"Royal Crest Beige Shower Curtain Liner",NULL,NULL,NULL,NULL,NULL,NULL,NULL,73628,NULL,NULL,"Royal Crest",3.99,"2020-03-11 12:26:34.641701",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678478,ID1,649,NULL,NULL,NULL,00748209010047,NULL,NULL,2.61,7.83,1,3,60,EA,"Royal Crest Blue Shower Curtain Liner",NULL,NULL,NULL,NULL,NULL,NULL,NULL,73679,NULL,NULL,"Royal Crest",4.99,"2020-03-11 12:26:34.641765",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678479,ID1,24,NULL,NULL,NULL,00748209010054,NULL,NULL,2.61,7.83,1,3,60,EA,"Royal Crest Clear Shower Curtain Liner",NULL,NULL,NULL,NULL,NULL,NULL,NULL,73695,NULL,NULL,"Royal Crest",4.99,"2020-03-11 12:26:34.641829",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678480,ID1,24,NULL,NULL,NULL,00748209011006,NULL,NULL,1.6,4.800000000000001,1,3,144,EA,"Royal Crest White Shower Curtain Rings",NULL,NULL,NULL,NULL,NULL,NULL,NULL,73768,NULL,NULL,"Royal Crest",2.99,"2020-03-11 12:26:34.641893",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678481,ID1,0,NULL,NULL,NULL,00748209011013,NULL,NULL,1.6,1.6,1,1,144,EA,"SHWR CURTN HOOKS BEIGE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,73776,NULL,NULL,"Royal Crest",2.99,"2020-03-11 12:26:34.641957",30,"2020-04-30 15:04:56.140122",NULL,NULL,NULL
678482,ID1,24,NULL,NULL,NULL,00748209011051,NULL,NULL,1.6,4.800000000000001,1,3,144,EA,"Royal Crest Clear Shower Curtain Rings",NULL,NULL,NULL,NULL,NULL,NULL,NULL,73849,NULL,NULL,"Royal Crest",2.99,"2020-03-11 12:26:34.642022",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
678483,ID1,24,NULL,NULL,NULL,00021200010316,NULL,NULL,1.49,4.47,1,3,144,1CT,"Scotch Transparent Tape 1/2" X 1000"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,75582,NULL,NULL,Scotch,2.79,"2020-03-11 12:26:34.642086",30,"2020-07-20 10:24:10.817839",NULL,NULL,NULL
